SL Target,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes
,90202052002,A,M87,2.44136E+04,187.6827,12.39,33.5337,1,N,"Extended source, no SL"
,90202052002,B,M87,2.44136E+04,187.6827,12.39,33.5337,0,N,"Extended source, no SL"
,90202052004,A,M87,2.24800E+04,187.6683,12.392,30.3978,1,N,"Extended source, no SL"
,90202052004,B,M87,2.24800E+04,187.6683,12.392,30.3978,2,N,"Extended source, no SL"
,90301002002,A,Rho_Oph,5.17710E+04,246.8178,-24.6422,161.0396,0,N,Multiple point sources
,90301002002,B,Rho_Oph,5.17710E+04,246.8178,-24.6422,161.0396,2,N,Multiple point sources
,90301007002,A,GRS_1716m249,8.92625E+04,259.8791,-25.0527,336.8728,1,Y,"PSF bleed, no SL"
,90301007002,B,GRS_1716m249,8.92625E+04,259.8791,-25.0527,336.8728,2,Y,"PSF bleed, no SL"
,90301010002,A,4U0142p61,5.18866E+04,26.6008,61.7888,125.8483,1,Y,Background
,90301010002,B,4U0142p61,5.18866E+04,26.6008,61.7888,125.8483,1,Y,Background / PSF bleed
,90301618002,A,QSO_J0509p0541,2.76770E+04,77.3833,5.7184,155.2877,1,N,Background
,90301618002,B,QSO_J0509p0541,2.76770E+04,77.3833,5.7184,155.2877,0,N,Background
,90361003005,B,NGC_4993,1.36222E+04,197.4125,-23.3864,12.525,1,N,High background
,90361003007,A,NGC_4993,2.55745E+04,197.4231,-23.3826,13.9553,2,N,Background
,90361003007,B,NGC_4993,2.55745E+04,197.4231,-23.3826,13.9553,2,N,Background
,90401308002,A,Swift_J0243d6p6124,2.78157E+04,40.9267,61.4089,296.325,0,Y,"PSF bleed, no SL"
,90401308002,B,Swift_J0243d6p6124,2.78157E+04,40.9267,61.4089,296.325,2,Y,"PSF bleed, No SL"
,90401309035,A,MAXI_J1820p070,1.85715E+04,275.0835,7.1555,328.464,2,N,"PSF bleed, no SL"
,90401309035,B,MAXI_J1820p070,1.85715E+04,275.0835,7.1555,328.464,0,N,"PSF bleed, no SL"
,90401309037,A,MAXI_J1820p070,3.84691E+04,275.0771,7.1453,324.1965,1,N,"PSF bleed, no SL"
,90401309037,B,MAXI_J1820p070,3.84691E+04,275.0771,7.1453,324.1965,2,N,PSF bleed
,90401312002,B,IGR_J17379m3747,3.73598E+04,264.5251,-37.7505,161.1978,0,Y,"SL on A, unidentified"
,90401328002,A,XTE_J1946p274,4.72291E+04,296.3806,27.391,90.1986,1,Y,"PSF bleed, no SL"
,90401328002,B,XTE_J1946p274,4.72291E+04,296.3806,27.391,90.1986,0,Y,"PSF bleed, no SL"
,90401334002,A,Swift_J0243d6p6124,2.83868E+04,40.9117,61.4692,120.0537,1,Y,PSF bleed
,90401334002,B,Swift_J0243d6p6124,2.83868E+04,40.9117,61.4692,120.0537,1,N,PSF Bleed
,90401335002,A,H_1743m322,3.84475E+04,266.5444,-32.2573,335.7545,0,Y,"PSF bleed, no SL"
,90401338002,A,GRO_J1008m57,4.52534E+04,152.4676,-58.2475,123.38,2,Y,"PSF bleed, no SL"
,90401338002,B,GRO_J1008m57,4.52534E+04,152.4676,-58.2475,123.38,1,Y,PSF bleed
,90401369004,A,GX_339m4,3.62147E+03,255.7262,-48.7282,117.5033,1,Y,"PSF bleed, no SL"
,90401369004,B,GX_339m4,3.62147E+03,255.7262,-48.7282,117.5033,1,Y,PSF bleed
,90401370001,A,1A_0535p262,5.49071E+04,84.7135,26.2811,351.2143,1,N,Background
,90401370001,B,1A_0535p262,5.49071E+04,84.7135,26.2811,351.2143,1,Y,Background
,90401619002,A,1RXSJ161105d2p023350,4.97104E+04,242.7365,2.5477,17.4175,0,N,Background
,90401619002,B,1RXSJ161105d2p023350,4.97104E+04,242.7365,2.5477,17.4175,1,N,Background
,90402318002,A,H1417m624,2.88173E+04,215.3541,-62.7206,250.4541,1,Y,"PSF bleed, no SL"
,90402318002,B,H1417m624,2.88173E+04,215.3541,-62.7206,250.4541,2,Y,"PSF bleed, no SL"
,90402339002,A,Vela_X1,3.60360E+04,135.5786,-40.544,220.04,0,N,"PSD Bleed, no SL"
,90402339002,B,Vela_X1,3.60360E+04,135.5786,-40.544,220.04,2,N,"PSF bleed, no SL"
,90501306002,A,GX_301m2,2.30272E+04,186.746,-62.7601,220.5971,2,Y,PSF bleed
,90501306002,B,GX_301m2,2.30272E+04,186.746,-62.7601,220.5971,2,Y,PSF bleed
,90501309004,A,Swift_J1858d6m0814,2.92197E+04,284.6598,-8.2067,146.4288,2,Y,Background
,90501309004,B,Swift_J1858d6m0814,2.92197E+04,284.6598,-8.2067,146.4288,1,Y,PSF Bleed
,90501311002,A,MAXI_J1820p070,2.86642E+04,275.1118,7.2181,152.4662,1,N,"PSF bleed, no SL"
,90501312002,A,4U_1728m34,1.93095E+04,263.0195,-33.798,158.7877,0,Y,PSF bleed
,90501312002,B,4U_1728m34,1.93095E+04,263.0195,-33.798,158.7877,1,Y,"PSF bleed, no SL"
,90501313002,A,GRO_J2058p42,2.04028E+04,314.7436,41.788,182.7159,1,N,"PSF bleed, no SL"
,90501313002,B,GRO_J2058p42,2.04028E+04,314.7436,41.788,182.7159,2,N,"PSF bleed, no SL"
,90501313004,A,GRO_J2058p42,3.86341E+04,314.739,41.8062,165.3587,1,N,"PSF bleed, no SL"
,90501313004,B,GRO_J2058p42,3.86341E+04,314.739,41.8062,165.3587,2,N,"PSF bleed, no SL"
,90501317002,B,XTE_J1908p094,4.08021E+04,287.2352,9.4155,146.4973,2,Y,"PSF bleed, SL on A"
,90501321002,A,GRS_1915p105,2.87004E+04,288.8047,10.9809,133.1065,1,Y,"PSF bleed, no SL"
,90501321002,A,4U_1728m34,1.81473E+04,262.9609,-33.8658,339.4602,1,Y,"PSF bleed, no SL"
,90501321002,B,GRS_1915p105,2.87004E+04,288.8047,10.9809,133.1065,2,Y,"PSF bleed, no SL"
,90501324002,A,4U_1901p03,4.51247E+04,285.9106,3.244,131.1253,1,Y,"PSF bleed, no SL"
,90501324002,B,4U_1901p03,4.51247E+04,285.9106,3.244,131.1253,2,Y,"PSF bleed, no SL"
,90501333002,B,Swift_J1858d6m0814,2.19121E+04,284.6178,-8.2635,354.0405,1,N,PSF bleed
,90501337002,A,MAXI_J1820p070,4.45809E+04,275.0676,7.1538,350.3383,1,N,"PSF bleed, no SL"
,90501345002,A,J0618p2222,4.14921E+04,94.53,22.4064,156.682,1,N,Second point source
,90501345002,B,J0618p2222,4.14921E+04,94.53,22.4064,156.682,0,N,Second point source
,90501346002,A,GRS_1915p105,4.26171E+04,288.7931,10.9168,325.3153,1,N,"PSF bleed, no SL"
,90501348002,A,XTE_J1858p034,4.36797E+04,284.6655,3.4045,316.4456,0,N,"PSF bleed, no SL"
,90501348002,B,XTE_J1858p034,4.36797E+04,284.6655,3.4045,316.4456,0,N,PSF bleed
,90501350002,A,EXO_1846m031,3.80743E+04,282.3087,-3.1015,316.2615,1,N,"PSF bleed, no SL"
,90501350002,B,EXO_1846m031,3.80743E+04,282.3087,-3.1015,316.2615,2,N,"PSF bleed, no SL"
,90501658002,A,BZB_J0955p3551,2.55741E+04,148.7812,35.8816,141.5047,1,N,Background
,90501658002,B,BZB_J0955p3551,2.55741E+04,148.7812,35.8816,141.5047,0,N,Background
,90502307004,A,4U_1901p03,2.14505E+04,285.9234,3.2362,145.7272,2,N,PSF bleed
,90502307004,B,4U_1901p03,2.14505E+04,285.9234,3.2362,145.7272,2,Y,PSF bleed
,90502341002,B,GRB_190829A,2.92223E+04,44.5527,-8.9239,155.9896,0,N,Background
,90502352002,A,RXJ0209d6m7427,2.24488E+04,32.458,-74.4783,271.7375,1,N,"PSF bleed, no SL"
,90502352002,B,RXJ0209d6m7427,2.24488E+04,32.458,-74.4783,271.7375,1,N,"PSF Bleed, no SL"
,90601302002,A,V4641_Sgr,3.35632E+03,274.8735,-25.3563,147.9599,2,N,"PSF bleed, no SL"
,90601302002,B,V4641_Sgr,3.35632E+03,274.8735,-25.3563,147.9599,0,N,"SL on A, PSF on B"
,90601308002,A,Swift_J1858d6m0814,2.37620E+04,284.6681,-8.2035,156.0138,1,N,"PSF bleed, no SL"
,90601308002,B,Swift_J1858d6m0814,2.37620E+04,284.6681,-8.2035,156.0138,2,N,PSF bleed
,90601313002,A,4U_1755m338,3.20220E+04,269.695,-33.7748,158.5341,1,N,"PSF bleed, no SL"
,90601313002,B,4U_1755m338,3.20220E+04,269.695,-33.7748,158.5341,2,N,PSF bleed
,90601317002,B,GRS_1741d9m2853,2.84076E+04,266.2841,-28.8741,162.9486,2,N,PSF bleed
